id,temperatura,ph,value_R,value_R_desv,value_G,value_G_desv,value_B,value_B_desv,value_I,value_I_desv,photo_src,date,lectura_id,nombre,cluster,fase
61,26.1875,8.606641,21.0136,21.577294438910176,129.424352,30.525180513472744,68.077024,7.501846641994224,98.698032,24.921990918202663,photos/2025/02/14/photo_20250214_100002.jpg,2025-02-14 10:00:13,10,Cultivo1,0,Exponential
62,26.1875,8.59362,21.25544,22.412569500333863,129.292928,31.405823937397592,68.652448,7.755022011986814,98.80736,25.72397997648109,photos/2025/02/14/photo_20250214_110002.jpg,2025-02-14 11:00:13,11,Cultivo1,0,Exponential
63,26.25,8.652214,20.921632,21.036384880425057,125.66832,29.99992913954297,64.815568,7.152230593079057,95.506,24.411766589085683,photos/2025/02/14/photo_20250214_120002.jpg,2025-02-14 12:00:13,12,Cultivo1,0,Exponential
64,26.375,8.909375,19.806288,20.60585699543273,124.696864,30.007008457450468,64.123424,6.956647156573058,94.597152,24.266770396756467,photos/2025/02/14/photo_20250214_130002.jpg,2025-02-14 13:00:13,13,Cultivo1,0,Exponential
65,26.5625,8.977735,20.91272,20.638095929903614,124.00824,30.056188648968785,63.621936,7.083249974524406,94.169104,24.33363425050159,photos/2025/02/14/photo_20250214_140002.jpg,2025-02-14 14:00:13,14,Cultivo1,0,Exponential
66,26.625,9.052605,20.187408,19.72388585481309,122.430704,29.42868610836005,61.904048,6.7635042870937845,92.652416,23.65171252495142,photos/2025/02/14/photo_20250214_150002.jpg,2025-02-14 15:00:13,15,Cultivo1,0,Exponential
67,26.75,9.091667,19.36464,21.126567828500303,121.857968,30.34750683187955,61.628576,6.987178949361466,92.13776,24.636951073182736,photos/2025/02/14/photo_20250214_160002.jpg,2025-02-14 16:00:13,16,Cultivo1,0,Exponential
68,26.75,8.964714,18.196496,20.797450740789937,118.86664,30.23754102288081,59.225696,6.910626984723167,89.527024,24.436682379231108,photos/2025/02/14/photo_20250214_170002.jpg,2025-02-14 17:00:13,17,Cultivo1,0,Exponential
69,26.8125,9.049349,18.276704,21.5862499362534,120.040816,31.031946088734816,60.52664,6.878163337431294,90.61192,25.14134956428553,photos/2025/02/14/photo_20250214_180002.jpg,2025-02-14 18:00:13,18,Cultivo1,0,Exponential
70,26.875,9.075391,17.615952,19.37483373250403,116.58616,29.24307809472868,56.881232,6.450814145028208,87.431104,23.38702762946125,photos/2025/02/14/photo_20250214_190002.jpg,2025-02-14 19:00:13,19,Cultivo1,0,Exponential
71,26.875,9.153516,17.6084,19.54341147365055,115.323696,29.411487906931605,56.419328,6.516198388631212,86.543376,23.5456375263577,photos/2025/02/14/photo_20250214_200002.jpg,2025-02-14 20:00:13,20,Cultivo1,0,Exponential
72,26.875,9.111198,17.504528,18.53755056108719,114.052016,28.73346366757311,55.091056,6.076000946117109,85.392176,22.80795874218085,photos/2025/02/14/photo_20250214_210002.jpg,2025-02-14 21:00:13,21,Cultivo1,0,Exponential
73,26.875,9.075391,16.70696,19.62781827749748,115.799936,29.970825921150457,57.050256,6.311647610442142,86.904576,23.882756588388705,photos/2025/02/14/photo_20250214_220002.jpg,2025-02-14 22:00:13,22,Cultivo1,0,Exponential
74,26.75,9.078646,17.217952,19.4581125722734,113.145296,29.488563089312844,54.891856,6.417694362128505,84.766176,23.558736433370616,photos/2025/02/14/photo_20250214_230002.jpg,2025-02-14 23:00:13,23,Cultivo1,0,Exponential
75,26.8125,9.052605,16.403312,18.35425373066418,111.931136,28.649598840987355,53.69352,5.985078398037573,83.601008,22.685529250690543,photos/2025/02/15/photo_20250215_000002.jpg,2025-02-15 00:00:13,0,Cultivo1,0,Exponential
76,26.6875,9.124219,16.333312,18.83834097153993,113.70024,29.174166927992992,55.4712,5.930976910312162,85.156464,23.146827666371564,photos/2025/02/15/photo_20250215_010002.jpg,2025-02-15 01:00:13,1,Cultivo1,0,Exponential
77,26.6875,9.06888,16.080576,19.40557895138405,111.819392,29.52217425513128,54.00704,6.132846933376374,83.588768,23.53601309147699,photos/2025/02/15/photo_20250215_020002.jpg,2025-02-15 02:00:13,2,Cultivo1,0,Exponential
78,26.5625,9.14375,17.059696,18.752709746404545,112.174272,29.17499527455002,54.038848,6.101271046887198,83.920944,23.13872749631803,photos/2025/02/15/photo_20250215_030002.jpg,2025-02-15 03:00:13,3,Cultivo1,0,Exponential
79,26.5,9.163281,16.002224,17.948775052213005,110.053456,28.52783129605305,52.213584,5.786542582045344,82.008672,22.48132853717538,photos/2025/02/15/photo_20250215_040002.jpg,2025-02-15 04:00:13,4,Cultivo1,0,Exponential
80,26.375,9.228386,15.40336,18.00326139132085,107.839328,28.36086106782401,50.927424,5.799855576684647,80.253072,22.4010693173968,photos/2025/02/15/photo_20250215_050002.jpg,2025-02-15 05:00:13,5,Cultivo1,0,Exponential
81,26.375,9.202344,15.25544,18.65920450779572,109.491328,29.40759148241175,52.098016,5.849642587919368,81.552128,23.2173642490188,photos/2025/02/15/photo_20250215_060002.jpg,2025-02-15 06:00:13,6,Cultivo1,0,Exponential
82,26.25,9.111198,15.820112,19.460518792837973,108.252576,29.84062756317675,51.40056,6.060020487379229,80.683424,23.731746240768377,photos/2025/02/15/photo_20250215_070002.jpg,2025-02-15 07:00:13,7,Cultivo1,0,Exponential
83,26.125,9.042839,15.267472,17.555811520512062,105.912,28.33159931948777,49.808016,5.817608677903319,78.77288,22.265274498770506,photos/2025/02/15/photo_20250215_080002.jpg,2025-02-15 08:00:13,8,Cultivo1,0,Exponential
84,26.125,9.016797,15.194832,17.86083842521353,105.116992,28.64975771052761,48.817696,5.677363515909123,78.00336,22.51700132589595,photos/2025/02/15/photo_20250215_090002.jpg,2025-02-15 09:00:13,9,Cultivo1,0,Exponential
85,26.0,8.97448,14.614528,17.44371276736693,104.193248,28.41247330329579,48.21664,5.578899115167435,77.214112,22.249484579456126,photos/2025/02/15/photo_20250215_100002.jpg,2025-02-15 10:00:13,10,Cultivo1,0,Exponential
86,26.125,8.915886,14.816448,17.281804159705086,103.41352,28.05019659841264,48.17816,5.547240454793356,76.775936,21.989831179977347,photos/2025/02/15/photo_20250215_110002.jpg,2025-02-15 11:00:13,11,Cultivo1,0,Exponential
87,26.125,8.889844,14.328304,18.56566387747188,103.580688,29.03758725250181,48.913856,5.568247882735107,77.0312,22.9365019686961,photos/2025/02/15/photo_20250215_120002.jpg,2025-02-15 12:00:13,12,Cultivo1,0,Exponential
88,26.1875,8.922396,14.932336,17.184492799034366,102.956912,28.23451022107973,47.738544,5.522447064762504,76.382464,22.05385828576723,photos/2025/02/15/photo_20250215_130002.jpg,2025-02-15 13:00:13,13,Cultivo1,0,Exponential
89,26.3125,8.919141,14.68192,16.915126380853795,102.18336,27.84887751975652,47.712912,5.405956077661009,75.899984,21.751023810380605,photos/2025/02/15/photo_20250215_140002.jpg,2025-02-15 14:00:13,14,Cultivo1,0,Exponential
90,26.5,8.97448,14.689584,18.35708653482289,102.1848,29.14404764201432,47.968032,5.491463366621323,75.972528,22.92995100930693,photos/2025/02/15/photo_20250215_150002.jpg,2025-02-15 15:00:13,15,Cultivo1,0,Exponential
91,26.625,9.033073,13.718944,16.679516605899106,99.602032,27.94773589167781,45.105744,5.21231306857752,73.494592,21.71786478348035,photos/2025/02/15/photo_20250215_160002.jpg,2025-02-15 16:00:13,16,Cultivo1,0,Exponential
92,26.75,9.06888,13.837472,16.679392411487417,98.454544,27.623056995055126,44.736704,5.28766570891315,72.723776,21.53578278823001,photos/2025/02/15/photo_20250215_170002.jpg,2025-02-15 17:00:13,17,Cultivo1,0,Exponential
93,26.8125,8.935417,12.984272,17.518084775821357,98.970208,28.6028503551086,45.492944,5.264385304099235,73.155248,22.34722663013234,photos/2025/02/15/photo_20250215_180002.jpg,2025-02-15 18:00:13,18,Cultivo1,0,Exponential
94,26.9375,9.140495,13.788912,17.42232729565875,98.840896,28.625274949198023,45.229712,5.344583974104626,73.091376,22.3550911075447,photos/2025/02/15/photo_20250215_190002.jpg,2025-02-15 19:00:13,19,Cultivo1,0,Exponential
95,26.9375,9.13073,12.685568,15.794534886247712,94.894976,26.796982702525,42.351152,4.99247559006311,69.793456,20.768598112921925,photos/2025/02/15/photo_20250215_200002.jpg,2025-02-15 20:00:13,20,Cultivo1,0,Exponential
96,26.875,9.091667,12.353408,16.839711498024663,96.287584,27.942931833344616,43.466464,5.0545281466756125,70.901424,21.73672345990132,photos/2025/02/15/photo_20250215_210002.jpg,2025-02-15 21:00:13,21,Cultivo1,0,Exponential
97,26.875,9.137239,12.121968,15.941774155070195,95.103776,27.17599909003944,42.913856,4.941085286349144,70.017776,21.023772925282085,photos/2025/02/15/photo_20250215_220002.jpg,2025-02-15 22:00:13,22,Cultivo1,0,Exponential
98,26.875,9.117708,12.288512,16.373521405226917,94.155888,27.59151701033229,42.579024,5.109842348434636,69.379936,21.41968815449712,photos/2025/02/15/photo_20250215_230002.jpg,2025-02-15 23:00:13,23,Cultivo1,0,Exponential
99,26.9375,9.081902,11.794096,17.41916053023176,94.171696,28.28322429433363,42.978496,4.9356065020201925,69.451648,22.10001950415646,photos/2025/02/16/photo_20250216_000002.jpg,2025-02-16 00:00:13,0,Cultivo1,0,Exponential
100,26.75,8.967969,11.894704,16.359411755847947,94.022288,27.53899285095692,42.494432,4.876579205999222,69.231648,21.35454469671728,photos/2025/02/16/photo_20250216_010002.jpg,2025-02-16 01:00:13,1,Cultivo1,0,Exponential
101,26.75,8.977735,12.09208,16.831074562384423,93.33784,27.8752269970022,42.246384,5.031209921440368,68.774128,21.70576711013956,photos/2025/02/16/photo_20250216_020002.jpg,2025-02-16 02:00:13,2,Cultivo1,0,Exponential
102,26.6875,9.042839,13.598528,18.42455653150936,95.674816,29.41066771370797,43.975904,5.353743011502886,70.834848,23.11829242865692,photos/2025/02/16/photo_20250216_030002.jpg,2025-02-16 03:00:13,3,Cultivo1,0,Exponential
